🕘️更新时间,#genre#
浙江国际,http://146.56.248.47:1366/SuanFaZhibo2026/live5/zhejiang/zhejiang.php?id=zjgj
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&fbl=
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8
浙江民生休闲,http://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江民生休闲,https://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江民生休闲,http://146.56.248.47:1366/SuanFaZhibo2026/live5/zhejiang/zhejiang.php?id=zjmsxx
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
浙江教科影视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/zhejiang/zhejiang.php?id=zjjkys
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江遂昌,http://play-sh13.quklive.com/live/1708426592499070.m3u8?auth_key=2028414342-e92bda8423ad478c987a8b7ae82abe0e-0-c616f7fabb9675e1ed1d84d9edae7e07
象山综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
东阳影视生活,http://146.56.248.47:1366/SuanFaZhibo2026/live5/zhejiang/hangzhou.php?id=dyyssh

☘️北京频道,#genre#
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8

☘️上海频道,#genre#
上海第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
都市剧场,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8

☘️重庆频道,#genre#
重庆汽摩,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd

☘️江苏频道,#genre#
苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8

☘️辽宁频道,#genre#

☘️湖南频道,#genre#
湖南电视剧,http://175.155.106.72:89/live1/live1.m3u8?zsicd

☘️湖北频道,#genre#

☘️广西频道,#genre#
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8

☘️天津频道,#genre#

☘️四川频道,#genre#
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd;http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
青川综合,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8

☘️陕西频道,#genre#

☘️福建频道,#genre#
福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
福建新闻,https://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8

☘️海南频道,#genre#
海南新闻,http://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
海南新闻,https://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
海南文旅,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=wlpd
海南少儿,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=sepd
海南公共,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=ggpd

☘️河南频道,#genre#
河南乡村,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hnxc
河南公共,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hngg
河南新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hnxw
河南民生,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hnms
河南法治,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hmfz
河南电视剧,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hndsj
河南都市,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hnds
洛阳新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=ly1
漯河新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=lh1
濮阳新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=py1
焦作新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=jz1
许昌新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=xc1
驻马店新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=zmd1
鹤壁新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=hb1
安阳新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/henan/henan.php?id=ay1

☘️河北频道,#genre#

☘️贵州频道,#genre#

☘️甘肃频道,#genre#
甘肃经济,http://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
甘肃经济,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
甘肃都市,http://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
甘肃都市,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
渭源新闻,http://play.kankanlive.com/live/1720408280309109.m3u8
西峰综合,http://play.kankanlive.com/live/1683944827526991.m3u8

☘️新疆频道,#genre#
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd

☘️山东频道,#genre#
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东体育,http://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
山东体育,https://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
青州综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=wfqzzh

☘️山西频道,#genre#
山西影视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxys
山西文体生活,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxwtsh
山西经济,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxjj

☘️安徽频道,#genre#
亳州农村,http://146.56.248.47:1366/SuanFaZhibo2026/live5/anhui/bozhou.php?id=bznc

☘️吉林频道,#genre#
吉林都市,http://146.56.248.47:1366/SuanFaZhibo2026/live5/jilin/jilin.php?id=jlds
吉林影视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/jilin/jilin.php?id=jlys
吉林乡村,http://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
吉林乡村,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8

☘️内蒙古频道,#genre#

☘️云南频道,#genre#
云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8

☘️青海频道,#genre#

☘️黑龙江频道,#genre#
黑龙江新闻法治,http://satellitepull.cnr.cn/live/wx32hljxwgb/playlist.m3u8

☘️江西频道,#genre#

☘️西藏频道,#genre#

🌊港·澳·台,#genre#
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡4K
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠
翡翠台,http://74.91.26.218:82/live/jade.m3u8
翡翠台,http://222.128.55.152:9080/live/gdfc.m3u8
明珠台,http://rihou.cc:555/tv/[Pd]无线明珠
凤凰中文,http://rihou.cc:555/tv/[PL]凤凰中文
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰中文,http://112.92.129.96:9898/hls/128/index.m3u8
凤凰中文,http://221.7.175.154:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://bobohome.ignorelist.com:20247/fengshows?id=2.m3u8
凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
无线新闻,http://rihou.cc:555/tv/[Pd]无线新闻
无线新闻,http://45.192.97.170:8880/play/1501.m3u8
东森超视,http://38.64.72.148/hls/modn/list/2013/chunklist1.m3u8
东森电影,http://45.192.97.170:8880/play/1550.m3u8

🎬数字频道,#genre#
CHC动作电影,http://198.204.228.26/live/chcdz.m3u8
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://120.238.94.82:9901/tsfile/live/1052_1.m3u8
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8
CHC家庭影院,http://69.30.245.50/live/chcjt.m3u8
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://192.151.150.154/live/chchd.m3u8
CHC影迷电影,http://107.150.60.122/live/chchd.m3u8
CHC影迷电影,http://198.204.228.26/live/chchd.m3u8
中国天气,http://221.7.49.226:50085/tsfile/live/0018_8.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://113.9.214.47:9003/hls/57/index.m3u8
北京卡酷少儿,http://192.151.150.154/live/btvkk.m3u8
北京卡酷少儿,http://111.59.139.82:11888/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
北京卡酷少儿,http://112.27.5.218:9901/tsfile/live/faacts/1035_1.m3u8?key=txiptv&playlive=1&authid=0
北京卡酷少儿,http://120.198.86.186:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://183.129.255.66:8480/hls/49/index.m3u8
金鹰卡通,http://113.9.214.47:9003/hls/59/index.m3u8
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=0977b48bafba23efd6e33195c4442c99&wsTime=1787021937
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=39b5b85b573e4f7fe63d876f5e648e38&wsTime=1785639637
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=402ecb58f4a3f908ed8e7925cd05810a&wsTime=1784937658
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=b11e01eb6749afe53c4e80a7f61254b3&wsTime=1783994423
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=04fbae0a2e1828831d57285c0d9a5dc0&wsTime=1780019975
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=8d17e7f489d58b7570675059944dea22&wsTime=1786503592
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=2378f610ed4894559127b11b7a719dda&wsTime=1780279130
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=a14ef270313aa95b88f4319762619840&wsTime=1785207650
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=eb2aeadac6124c62adb7c9bd9ff12267&wsTime=1779501525
NewTV武搏世界,https://dxtx.hntv.tv/live/wssj.m3u8?txSecret=c38b4d31ba4c45c6babb5c47132123e3&txTime=7ABB976A&wsSecret=8e44e7f69b6b2c09c4d2c01dc9ac01b4&wsTime=1781661532
NewTV武搏世界,http://mg.cttv.vip/958475359
NewTV精品纪录,https://live.264788.xyz/channel/newtvjingpinjilu?streamid=18bf2cec23459fe727373f1a24862761&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
NewTV精品纪录,https://live.264788.xyz/channel/newtvjingpinjilu?streamid=adb6baa6affda84bb7f000dab58142c8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

🎥咪咕直播,#genre#

🏀体育频道,#genre#

🪁动画频道,#genre#
火影忍者,https://hd.ijycnd.com/play/Yer3NWLa/index.m3u8
天龙八部,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4

☘️港澳台频道,#genre#
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
CinemaWorld,http://45.192.97.170:8880/play/1538.m3u8
RTHK 31,http://45.192.97.170:8880/play/1467.m3u8
RTHK 33,http://rihou.cc:555/tv/[Pd]央视综合
TVBS,http://45.192.97.170:8880/play/1585.m3u8
TVBS精采台,http://45.192.97.170:8880/play/1562.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
凤凰资讯台,http://bobohome.ignorelist.com:20247/fengshows?id=1.m3u8
功夫台,http://rihou.cc:555/tv/[Pd]无线功夫
影迷数位电影台,http://45.192.97.170:8880/play/1536.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
达文西,http://45.192.97.170:8880/play/1567.m3u8
采昌影剧台,http://45.192.97.170:8880/play/1531.m3u8
靖天卡通台,http://45.192.97.170:8880/play/1571.m3u8
靖天戏剧台,http://45.192.97.170:8880/play/1533.m3u8
靖天日本台,http://45.192.97.170:8880/play/1564.m3u8
龙华偶像,http://rihou.cc:555/tv/[Pd]龙华偶像
龙华偶像,http://45.192.97.170:8880/play/1492.m3u8
龙华卡通,http://45.192.97.170:8880/play/1496.m3u8
龙华戏剧,http://rihou.cc:555/tv/[Pd]龙华戏剧
龙华日韩,http://rihou.cc:555/tv/[Pd]龙华日韩
龙华日韩,http://45.192.97.170:8880/play/1493.m3u8
龙华洋片,http://45.192.97.170:8880/play/1495.m3u8
龙华电影,http://rihou.cc:555/tv/[Pd]龙华电影
龙华经典,http://rihou.cc:555/tv/[Pd]龙华经典
龙华经典,http://45.192.97.170:8880/play/1491.m3u8

♻️未匹配频道,#genre#
📅 汇总更新于 2026-08-24 10:31:08,http://183.203.166.28:9003/hls/1/index.m3u8
凤凰卫视资讯台,http://221.7.175.154:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视资讯台,http://182.135.66.163:18888/rtp/239.94.2.50:5140
凤凰卫视资讯台,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8
凤凰卫视资讯台,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-1教育,http://58.35.95.16:20009/rtp/233.18.204.98:5140
CETV-1教育,http://124.64.220.125:8686/rtp/239.3.1.57:8152
CETV-1教育,http://58.19.32.207:4022/rtp/239.69.1.110:10298
CETV-1教育,http://114.232.38.89:8800/rtp/239.49.8.115:8000
CETV-1教育,http://183.222.15.202:4321/rtp/239.11.0.139:5140
CETV-1教育,http://106.111.244.12:58099/rtp/239.49.8.115:8000
CETV-1教育,http://222.92.158.109:9889/rtp/239.49.8.115:8000
CETV-1教育,http://mg.cttv.vip/923287154
CETV-1教育,http://218.81.49.34:10010/rtp/233.18.204.98:5140
CETV-1教育,http://61.145.188.90:50055/udp/239.77.1.222:5146
CETV-1教育,http://175.9.162.246:4022/udp/239.76.245.192:1234
CETV-1教育,http://111.193.232.210:7089/rtp/239.3.1.57:8152
CETV-1教育,http://123.120.6.99:4022/rtp/239.3.1.57:8152
CETV-1教育,http://183.220.107.138:4022/rtp/239.11.0.139:5140
CETV-1教育,http://182.135.66.163:18888/rtp/239.94.1.2:5140
CETV-1教育,http://117.88.49.20:8888/rtp/239.49.8.115:8000
CETV-1教育,http://121.230.179.192:8802/rtp/239.49.8.115:8000
CETV-1教育,http://by4.nty.tv189.cn/live/tm-yszgjy1-4000k.m3u8
CETV-2教育,http://by4.nty.tv189.cn/live/tm-yszgjy2-4000k.m3u8
CETV-2教育,http://mg.cttv.vip/923287211
CETV-4教育,http://58.35.95.16:20009/rtp/233.18.204.111:5140
CETV-4教育,http://175.9.162.246:4022/udp/239.76.245.254:1234
CETV-4教育,http://183.222.15.202:4321/rtp/239.11.0.248:5140
CETV-4教育,http://222.92.158.109:9889/rtp/239.49.0.125:8000
CETV-4教育,http://114.232.38.89:8800/rtp/239.49.0.125:8000
CETV-4教育,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
CETV-4教育,http://mg.cttv.vip/923287339
CETV-4教育,http://218.81.49.34:10010/rtp/233.18.204.111:5140
CETV-4教育,http://121.230.179.192:8802/rtp/239.49.0.125:8000
CETV-4教育,http://117.88.49.20:8888/rtp/239.49.0.125:8000
CETV-4教育,http://by4.nty.tv189.cn/live/tm-yszgjy4-4000k.m3u8
CETV-4教育,http://113.65.7.6:7088/udp/239.253.43.40:5146
CETV-3教育,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
CETV-3教育,http://107.150.60.122/live/cetv3.m3u8
老故事,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
老故事,http://183.129.255.66:8480/hls/50/index.m3u8
老故事,http://mg.cttv.vip/884121956
老故事,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
老故事,http://116.147.111.62:7788/884121956
老故事,http://45.192.97.170:8880/play/1474.m3u8
老故事,http://45.192.97.170:8880/play/1524.m3u8
老故事,http://rihou.cc:555/tv/[Pd]重温经典
老故事,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
老故事,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=884121956
老故事,http://114.66.3.23:1991/migu720p.php?id=884121956
老故事,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv
老故事,http://8.138.7.223/tv/cwjd.php
老故事,http://119.91.7.169:2026/tv/mg1.php?id=重温经典
嘉佳卡通,http://219.137.202.12:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://219.137.202.45:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://120.234.187.66:10086/udp/239.10.0.200:1025
嘉佳卡通,http://14.145.187.131:4022/udp/239.77.0.179:5146
嘉佳卡通,http://121.10.7.16:4000/udp/239.77.0.179:5146
嘉佳卡通,http://183.47.2.156:16883/udp/239.77.0.179:5146
嘉佳卡通,http://mg.cttv.vip/614952364
嘉佳卡通,http://61.145.188.90:50055/udp/239.77.0.179:5146
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
嘉佳卡通,http://183.236.43.98:4013/udp/239.77.0.179:5146
嘉佳卡通,http://223.110.245.139/PLTV/4/224/3221227009/index.m3u8
嘉佳卡通,http://112.25.48.68/live/program/live/jjkt/1300000/mnf.m3u8
爱幼教,http://182.135.66.163:18888/rtp/239.94.1.139:5140
中学生,http://mg.cttv.vip/708869532
中学生,http://116.147.111.62:7788/708869532
中学生,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=708869532
中学生,http://114.66.3.23:1991/migu720p.php?id=708869532
🇭🇰凤凰卫视香港台,http://61.178.227.57:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
🇭🇰翡翠台,http://110.235.82.60:8001/bysid/1
🇭🇰美亚电影台,https://play.wenxiang.cn/live/d15690a84b5ad631f11228268ba8dca8.flv
🇭🇰美亚电影台,https://play.wenxiang.cn/live/38a106306847b2579080984fab9ca49a.flv
🇭🇰美亚电影台,http://zjrtv.vip/live/?tbs=mydy
🇭🇰粤语片台,http://www.kaniptv.cn/uadl.php?etoken=ys2l0vXFbJq28aMNEQJnYHGfeIiZQJDRCFoS6wJ4fuftEmbre8C3mPpWk9q30h8Kt7ecdMi9p%2F3rHDX2lMdp68KgxJP%2BiEgpRRSQicRD2VlNpmsxpDVBFHtc%2BlFVO2hfhWc1x%2F4MKUJotZEp3rz42pru8hEScwc0qwBnG%2BBW5cllb6d%2FiUGEykgbIi7F8p8WPE9j0WcswgFErFDMe7Xl6fhUGf6f6zuINFx94I886cSezFqPtJBZa9kgKZ3%2BT7x5Qp3zHGUxcEldXVTiszpIt0N4V9og23ZWcwU1yLsh2ZMxBqLH4pOrjsFPgS%2BGY0Wln41MI5F%2BTTHB7p1YSSHuCqkLC2tVBQN%2B1gkGTxH2MnU%2FLEKZqANkFFpiGBch%2BrhKmlpiY4bKcXICYKBwLDacQQ%3D%3D
🇭🇰千禧经典台,http://iptv.4666888.xyz/iptv2A.php?id=22
🇭🇰黄金翡翠台,https://play.wenxiang.cn/live/0389d29514f0290d6c774eb18f0d604a.flv
🇲🇴澳视澳门台,http://iptv.4666888.xyz/iptv2A.php?id=41
🇲🇴澳视澳门台,http://rihou.cc:555/tv/[Pd]澳视澳门
🇨🇳中天新闻台,http://hsjky.com.cn:8081/live/999ztxw.m3u8
🇨🇳中天新闻台,http://iactive-clink.com:8081/live/111ztxw.m3u8
🇨🇳中天新闻台,http://111.0.115.129:8081/live/000ztxw.m3u8
🇨🇳中天新闻台,http://rihou.cc:555/tv/[SZ]中天新闻
🇨🇳中天新闻台,http://rihou.cc:555/tv/[Hv]中天新聞
🇨🇳TVBS新闻台,http://jnzq.ohoyee.com:9080/live/332332-tvbsxw.m3u8
🇨🇳TVBS新闻台,http://iptv.4666888.xyz/iptv2A.php?id=43
🇨🇳三立iNEWS,http://www.kaniptv.cn/uadl.php?etoken=blkPHt2Nn0ZxdP0XJCk5qagnOIZcolJp2dI88bCxA9OLuC9aBBJTC1tuGlHExeAOpcyrxePA5lprpvXlLouuSO8SNaUmuTtgdO336%2B3v9qzFZl1mGT8ip%2F65JQSeqaohLw6vNQVu%2BuGBIB4zB7%2BjQqUQDU2seL7hLQ4fBLMQdR%2FqmTk5meEfYSi9cSWnmc5WjFgi1TyhhFcWvBe0CZwyDIUJ%2BuVy1m9QCKABNSifNEPWjVQu%2F6CcALgf4rkj5WQpPvxLgsuM6JXbLraH3NHYfR%2B4LthVv5Mor5S%2FiIYFJFUDe5wU3hrzSKk60ODKUnkTG3J1bHbXpN4fdzcODQmmfw%3D%3D
🇨🇳国会频道1,http://www.kaniptv.cn/uadl.php?etoken=ug5iKk0rAK0zUOwk4UMWGF4Ch96B%2FkfTJK5hiDnn325iMiza49CIA85ho%2B7S%2FCJULJ9oDe0iXeoozFqqF04T2Pap5uRkLZwS4ilS7%2F952dW9CWy4Bclz8znPiaXVC0VuSuuXkYrkwBR6bx31e%2BkGEBNY0xqEG%2BYLinidMRU5T3GEynDc1WTkrjOejBh8juW3fR%2FVER0MnPidRWehMBZK3G0swAa9yNweW1Oc7yXEX3d2Kjg4nIbNx7xno94qdiG%2BE%2FYBQEQt5R6UIM22wlZ4u5W8Q05SsisH2a0tM3n9mh%2FmAzgVnlE1GZFgv2iO%2BlAnNtgXZV9GeddYUcuFRueJ5FWuFCYBCBa2Mtxy7L6rYGg%3D
🇨🇳国会频道2,http://www.kaniptv.cn/uadl.php?etoken=n07zWoLYWN5vbXdaoVKtoxv7nTJub2KGa3azhcqJThQ1pRr5ZjrVZqq%2B4BS4f4hB88%2FI%2BNHEJsHS6DY95u%2Fe3PxQnI2o7MZDmNwjpoMT2JwnYJ1zmtUyYfhjmc%2BYD%2BNS15Cms7KM9pOUVbKG3Fic2wAWB9c0eMBNPFpjwOVn6Xybl4ItbdLdM%2BO48Rm2GREjcpZaTXUTpYaxrVbCACR36mrJgghol1ngJdEdAFDm%2F%2B7KVzjdGT8em18ode5Wc7S%2F%2FTuvHMfajBGMs%2Fj1X9L53MeeLVbgymByG2qgIfc6SGlXVYfls%2Bm3N%2B6%2FXvYlV%2FxcnGrgv%2Fh%2FJidCVdW%2BhG%2FYvw%3D%3D
🇨🇳寰宇新闻台,http://jnzq.ohoyee.com:9080/live/332332-hyxw.m3u8
🇨🇳寰宇新闻台,http://222.128.55.152:9080/live/hy.m3u8
🇨🇳寰宇新闻台,http://rihou.cc:555/tv/[Hk]寰宇新闻
🇨🇳纬来电影台,http://iptv.4666888.xyz/iptv2A.php?id=54
🇨🇳靖天电影台,http://iptv.4666888.xyz/iptv2A.php?id=56
ViuTV,http://45.192.97.170:8880/play/1464.m3u8
ViuTV,http://139.159.221.112:80/today/hm.php?id=b64967b1d1a7ad1bb49644a5cf9dbcba&key=***
ViuTVsix,http://45.192.97.170:8880/play/1465.m3u8
HOY TV,http://45.192.97.170:8880/play/1460.m3u8
HOY TV,http://45.192.97.170:8880/play/1461.m3u8
HOY资讯台,http://45.192.97.170:8880/play/1462.m3u8
HOY资讯台,https://fast.hidns.vip/163189/hoy78
中國環球電視網紀錄頻道,https://english-liveali.cgtn.com/hls/yypdjlctzb/yypdjlctzbcd/playlist.m3u8
中國環球電視網紀錄頻道,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
中國環球電視網紀錄頻道,https://english-liveali.cgtn.com/hls/yypdjlctzb/playlist.m3u8
中國環球電視網紀錄頻道,http://183.47.2.156:16883/udp/239.253.43.122:5146
